file,question_id,stage,skill,issue_type,detail,recommended_fix
ALL_merged_deduped.jsonl,ks4_averages_mean_median_d108812a0b,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 12+14.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_79426b1776,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 20+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_0f7029a9e4,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 6+5.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_a91e75461a,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 17+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_9abbe55083,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 20+7.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_1a03aaaaf7,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+7.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_fd30d4804f,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 8+20.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_2024bfae76,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 14+4.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_ca337a028b,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 14+8.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_17c3cc8018,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 17+14.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_90838fa26d,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 3+6.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5504b2a777,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 16+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_4849a90248,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_a170e776d6,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 2+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6094cb3c90,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 11+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_18c86273c4,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 8+18.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_9acdf33a78,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 17+17.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_b2e58156a4,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 8+8.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_f75d146995,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_8ee53ebbd1,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 2+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_f3d2c7a390,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 2+12.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6eea23ddca,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+14.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_99368f9d1a,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 11+12.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_64be2a3c1d,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 20+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_50c23fe3b9,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 9+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_0a0352c727,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7971178779,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 16+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_df27775d3c,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 18+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_3dd9034029,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 3+20.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_02e5699b89,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 12+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_850a788580,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 12+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_56d9a28178,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 4+20.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_891cbdac64,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 2+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_3d44326fcb,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 19+18.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_d048d347d2,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 17+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_9841cd23b4,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 20+4.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_e526cb0736,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 11+20.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6fc1066036,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 6+7.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_ad1a70e9fc,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 20+12.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_138840cc92,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 7+5.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_e2f071eb10,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 6+20.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_0e8a2e4123,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_1b82943e7c,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_06a68190d3,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 2+8.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_9dc85c5790,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+12.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_21db8113f8,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 20+11.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_a6e0b26693,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 15+11.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_a7f1f6c9ca,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 17+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_10b18b4af0,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 19+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_bdd18f6603,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 9+17.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_51961c53fa,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 7+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_9fd56b5a60,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 4+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7baa9f52aa,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 20+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_4ceaffe18a,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 11+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_averages_mean_median_768f89e24a,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 13+2.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_b62f4ca422,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 6+2.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_3716615a32,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 19+14.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_4ee869033e,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 16+4.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_c5e71b77ec,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 12+8.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_f3b35e1595,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 13+18.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_a31ae8f432,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 4+17.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_dc625721b8,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 13+17.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_e260e10d25,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 20+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_3472f15fb7,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 20+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_a459ae9f82,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 5+11.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_755b5dce6e,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 4+20.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_aef213763c,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 2+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_a56628efad,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 20+5.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_69691d70aa,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 2+2.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_6d243f13ef,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 18+8.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_42046d0590,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 10+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_4896fb1f16,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 3+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_6e14daaab3,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 12+18.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_d744f8b321,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 4+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_1d5e826dd6,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 13+12.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_ced2505e89,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 10+4.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_86e7681929,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 6+5.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_bd77bd7316,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 4+14.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_e3e3ae943e,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 7+17.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_b10c773ca9,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 17+4.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_08d613c7b0,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 7+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_ae694b683e,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 3+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_4513ca84c9,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 2+2.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_daf12745b1,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 19+20.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_54b4faa339,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 18+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_13c06d1b84,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 12+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_21266ca264,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 20+7.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_4eb0c26c98,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 10+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_b27f33914a,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 9+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_44729bac52,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 5+20.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_c408a923e2,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 18+5.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_fc51faa019,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 4+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_87b4232544,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 15+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_5c0b739df7,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 11+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_f5f528a684,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 20+12.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_ecc0978377,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 9+5.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_db6dc3b427,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 8+17.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_b775b1ec07,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 2+18.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_8f25c4e88f,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 5+2.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_4a234ad752,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 7+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
ALL_merged_deduped.jsonl,ks4_best_buys_e88ac515cd,KS4,Best buys,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Best buys | stem: ""[Best buys] Compute 11+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
