file,question_id,action,status,detail,options_before,options_after,answer_index_before,answer_index_after
ALL_merged_deduped.jsonl,ks5_diff_poly_4a4d1948,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""9x^2 + 6x + 5"", ""3x^3 + 3x^2 + 5x + 1"", ""9x**2 + 6x + 5"", ""0""]","[""9x^2 + 6x + 5"", ""3x^3 + 3x^2 + 5x + 1"", ""9x^2 + 6x + 5"", ""0""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4a4d1948,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""9x^2 + 6x + 5"", ""3x^3 + 3x^2 + 5x + 1"", ""9x^2 + 6x + 5"", ""0""]","[""9x^2 + 6x + 5"", ""3x^3 + 3x^2 + 5x + 1"", ""0""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4bad8cef,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""-8x^3 - 15x^2 - 8x + 3"", ""-2x^4 - 5x^3 - 4x^2 + 3x + 8"", ""-8x**3 - 15x**2 - 8x + 3"", ""0""]","[""-8x^3 - 15x^2 - 8x + 3"", ""-2x^4 - 5x^3 - 4x^2 + 3x + 8"", ""-8x^3 - 15x^2 - 8x + 3"", ""0""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4bad8cef,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-8x^3 - 15x^2 - 8x + 3"", ""-2x^4 - 5x^3 - 4x^2 + 3x + 8"", ""-8x^3 - 15x^2 - 8x + 3"", ""0""]","[""-8x^3 - 15x^2 - 8x + 3"", ""-2x^4 - 5x^3 - 4x^2 + 3x + 8"", ""0""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4bdeccaa,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""12x^2 + 8x - 5"", ""4x^3 + 4x^2 - 5x - 8"", ""0"", ""12x**2 + 8x - 5""]","[""12x^2 + 8x - 5"", ""4x^3 + 4x^2 - 5x - 8"", ""0"", ""12x^2 + 8x - 5""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4bdeccaa,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""12x^2 + 8x - 5"", ""4x^3 + 4x^2 - 5x - 8"", ""0"", ""12x^2 + 8x - 5""]","[""12x^2 + 8x - 5"", ""4x^3 + 4x^2 - 5x - 8"", ""0""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4c147bb5,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-6x^2 + 12x - 6"", ""-2x^3 + 6x^2 - 6x + 2"", ""0"", ""-6x**2 + 12x - 6""]","[""-6x^2 + 12x - 6"", ""-2x^3 + 6x^2 - 6x + 2"", ""0"", ""-6x^2 + 12x - 6""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4c147bb5,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-6x^2 + 12x - 6"", ""-2x^3 + 6x^2 - 6x + 2"", ""0"", ""-6x^2 + 12x - 6""]","[""-6x^2 + 12x - 6"", ""-2x^3 + 6x^2 - 6x + 2"", ""0""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4c626d51,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""6x^2 + 4x + 6"", ""0"", ""6x**2 + 4x + 6"", ""2x^3 + 2x^2 + 6x + 8""]","[""6x^2 + 4x + 6"", ""0"", ""6x^2 + 4x + 6"", ""2x^3 + 2x^2 + 6x + 8""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4c626d51,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""6x^2 + 4x + 6"", ""0"", ""6x^2 + 4x + 6"", ""2x^3 + 2x^2 + 6x + 8""]","[""6x^2 + 4x + 6"", ""0"", ""2x^3 + 2x^2 + 6x + 8""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4c73e84b,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-x^3 - 5x^2 + 6x + 1"", ""0"", ""-3x^2 - 10x + 6"", ""-3x**2 - 10x + 6""]","[""-x^3 - 5x^2 + 6x + 1"", ""0"", ""-3x^2 - 10x + 6"", ""-3x^2 - 10x + 6""]",2,2
ALL_merged_deduped.jsonl,ks5_diff_poly_4c73e84b,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-x^3 - 5x^2 + 6x + 1"", ""0"", ""-3x^2 - 10x + 6"", ""-3x^2 - 10x + 6""]","[""-x^3 - 5x^2 + 6x + 1"", ""0"", ""-3x^2 - 10x + 6""]",2,2
ALL_merged_deduped.jsonl,ks5_diff_poly_4ca8a004,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""3x**2 + 4x - 1"", ""x^3 + 2x^2 - x - 8"", ""0"", ""3x^2 + 4x - 1""]","[""3x^2 + 4x - 1"", ""x^3 + 2x^2 - x - 8"", ""0"", ""3x^2 + 4x - 1""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_4ca8a004,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""3x^2 + 4x - 1"", ""x^3 + 2x^2 - x - 8"", ""0"", ""3x^2 + 4x - 1""]","[""3x^2 + 4x - 1"", ""x^3 + 2x^2 - x - 8"", ""0""]",3,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4d00cd9a,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""4x**3 - 18x**2 - 12x - 5"", ""x^4 - 6x^3 - 6x^2 - 5x + 5"", ""0"", ""4x^3 - 18x^2 - 12x - 5""]","[""4x^3 - 18x^2 - 12x - 5"", ""x^4 - 6x^3 - 6x^2 - 5x + 5"", ""0"", ""4x^3 - 18x^2 - 12x - 5""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_4d00cd9a,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""4x^3 - 18x^2 - 12x - 5"", ""x^4 - 6x^3 - 6x^2 - 5x + 5"", ""0"", ""4x^3 - 18x^2 - 12x - 5""]","[""4x^3 - 18x^2 - 12x - 5"", ""x^4 - 6x^3 - 6x^2 - 5x + 5"", ""0""]",3,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4d421d79,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""x^3 - x^2 - x + 7"", ""0"", ""3x^2 - 2x - 1"", ""3x**2 - 2x - 1""]","[""x^3 - x^2 - x + 7"", ""0"", ""3x^2 - 2x - 1"", ""3x^2 - 2x - 1""]",2,2
ALL_merged_deduped.jsonl,ks5_diff_poly_4d421d79,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""x^3 - x^2 - x + 7"", ""0"", ""3x^2 - 2x - 1"", ""3x^2 - 2x - 1""]","[""x^3 - x^2 - x + 7"", ""0"", ""3x^2 - 2x - 1""]",2,2
ALL_merged_deduped.jsonl,ks5_diff_poly_4db91115,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""9x**2 + 6x + 6"", ""9x^2 + 6x + 6"", ""0"", ""3x^3 + 3x^2 + 6x + 7""]","[""9x^2 + 6x + 6"", ""9x^2 + 6x + 6"", ""0"", ""3x^3 + 3x^2 + 6x + 7""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_4db91115,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""9x^2 + 6x + 6"", ""9x^2 + 6x + 6"", ""0"", ""3x^3 + 3x^2 + 6x + 7""]","[""9x^2 + 6x + 6"", ""0"", ""3x^3 + 3x^2 + 6x + 7""]",1,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4dbca011,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-12x**2 - 8x - 6"", ""-12x^2 - 8x - 6"", ""-4x^3 - 4x^2 - 6x + 5"", ""0""]","[""-12x^2 - 8x - 6"", ""-12x^2 - 8x - 6"", ""-4x^3 - 4x^2 - 6x + 5"", ""0""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_4dbca011,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-12x^2 - 8x - 6"", ""-12x^2 - 8x - 6"", ""-4x^3 - 4x^2 - 6x + 5"", ""0""]","[""-12x^2 - 8x - 6"", ""-4x^3 - 4x^2 - 6x + 5"", ""0""]",1,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4dc25423,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""0"", ""16x^3 + 4x - 5"", ""4x^4 + 2x^2 - 5x - 4"", ""16x**3 + 4x - 5""]","[""0"", ""16x^3 + 4x - 5"", ""4x^4 + 2x^2 - 5x - 4"", ""16x^3 + 4x - 5""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_4dc25423,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""16x^3 + 4x - 5"", ""4x^4 + 2x^2 - 5x - 4"", ""16x^3 + 4x - 5""]","[""0"", ""16x^3 + 4x - 5"", ""4x^4 + 2x^2 - 5x - 4""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_4def26a2,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""0"", ""-9x**2 - 12x + 6"", ""-9x^2 - 12x + 6"", ""-3x^3 - 6x^2 + 6x + 1""]","[""0"", ""-9x^2 - 12x + 6"", ""-9x^2 - 12x + 6"", ""-3x^3 - 6x^2 + 6x + 1""]",2,2
ALL_merged_deduped.jsonl,ks5_diff_poly_4def26a2,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""-9x^2 - 12x + 6"", ""-9x^2 - 12x + 6"", ""-3x^3 - 6x^2 + 6x + 1""]","[""0"", ""-9x^2 - 12x + 6"", ""-3x^3 - 6x^2 + 6x + 1""]",2,1
ALL_merged_deduped.jsonl,ks5_diff_poly_4e3e5db2,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""0"", ""24x^3 - 12x^2 + 4x"", ""24x**3 - 12x**2 + 4x"", ""6x^4 - 4x^3 + 2x^2 + 2""]","[""0"", ""24x^3 - 12x^2 + 4x"", ""24x^3 - 12x^2 + 4x"", ""6x^4 - 4x^3 + 2x^2 + 2""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_4e3e5db2,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""24x^3 - 12x^2 + 4x"", ""24x^3 - 12x^2 + 4x"", ""6x^4 - 4x^3 + 2x^2 + 2""]","[""0"", ""24x^3 - 12x^2 + 4x"", ""6x^4 - 4x^3 + 2x^2 + 2""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_4e724199,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""0"", ""-3x**2 - 8x"", ""-x^3 - 4x^2 + 8"", ""-3x^2 - 8x""]","[""0"", ""-3x^2 - 8x"", ""-x^3 - 4x^2 + 8"", ""-3x^2 - 8x""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_4e724199,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""-3x^2 - 8x"", ""-x^3 - 4x^2 + 8"", ""-3x^2 - 8x""]","[""0"", ""-3x^2 - 8x"", ""-x^3 - 4x^2 + 8""]",3,1
ALL_merged_deduped.jsonl,ks5_diff_poly_4ed33a57,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""6x^4 + 2x^3 + 2x^2 - x + 7"", ""0"", ""24x**3 + 6x**2 + 4x - 1"", ""24x^3 + 6x^2 + 4x - 1""]","[""6x^4 + 2x^3 + 2x^2 - x + 7"", ""0"", ""24x^3 + 6x^2 + 4x - 1"", ""24x^3 + 6x^2 + 4x - 1""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_4ed33a57,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""6x^4 + 2x^3 + 2x^2 - x + 7"", ""0"", ""24x^3 + 6x^2 + 4x - 1"", ""24x^3 + 6x^2 + 4x - 1""]","[""6x^4 + 2x^3 + 2x^2 - x + 7"", ""0"", ""24x^3 + 6x^2 + 4x - 1""]",3,2
ALL_merged_deduped.jsonl,ks5_diff_poly_4edca280,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-x^3 - x - 4"", ""-3x^2 - 1"", ""0"", ""-3x**2 - 1""]","[""-x^3 - x - 4"", ""-3x^2 - 1"", ""0"", ""-3x^2 - 1""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_4edca280,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-x^3 - x - 4"", ""-3x^2 - 1"", ""0"", ""-3x^2 - 1""]","[""-x^3 - x - 4"", ""-3x^2 - 1"", ""0""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_4ef3bb83,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""9x^2 + 2x + 5"", ""9x**2 + 2x + 5"", ""0"", ""3x^3 + x^2 + 5x + 1""]","[""9x^2 + 2x + 5"", ""9x^2 + 2x + 5"", ""0"", ""3x^3 + x^2 + 5x + 1""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4ef3bb83,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""9x^2 + 2x + 5"", ""9x^2 + 2x + 5"", ""0"", ""3x^3 + x^2 + 5x + 1""]","[""9x^2 + 2x + 5"", ""0"", ""3x^3 + x^2 + 5x + 1""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4efa2d2e,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""-20x^3 - 18x^2 + 4x - 1"", ""0"", ""-5x^4 - 6x^3 + 2x^2 - x + 5"", ""-20x**3 - 18x**2 + 4x - 1""]","[""-20x^3 - 18x^2 + 4x - 1"", ""0"", ""-5x^4 - 6x^3 + 2x^2 - x + 5"", ""-20x^3 - 18x^2 + 4x - 1""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4efa2d2e,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-20x^3 - 18x^2 + 4x - 1"", ""0"", ""-5x^4 - 6x^3 + 2x^2 - x + 5"", ""-20x^3 - 18x^2 + 4x - 1""]","[""-20x^3 - 18x^2 + 4x - 1"", ""0"", ""-5x^4 - 6x^3 + 2x^2 - x + 5""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_4f011a15,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""6x^4 - 3x^3 + 4x^2 - x - 3"", ""0"", ""24x**3 - 9x**2 + 8x - 1"", ""24x^3 - 9x^2 + 8x - 1""]","[""6x^4 - 3x^3 + 4x^2 - x - 3"", ""0"", ""24x^3 - 9x^2 + 8x - 1"", ""24x^3 - 9x^2 + 8x - 1""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_4f011a15,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""6x^4 - 3x^3 + 4x^2 - x - 3"", ""0"", ""24x^3 - 9x^2 + 8x - 1"", ""24x^3 - 9x^2 + 8x - 1""]","[""6x^4 - 3x^3 + 4x^2 - x - 3"", ""0"", ""24x^3 - 9x^2 + 8x - 1""]",3,2
ALL_merged_deduped.jsonl,ks5_diff_poly_4ffc2d26,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""8x**3 + 9x**2 - 10x + 1"", ""2x^4 + 3x^3 - 5x^2 + x - 7"", ""0"", ""8x^3 + 9x^2 - 10x + 1""]","[""8x^3 + 9x^2 - 10x + 1"", ""2x^4 + 3x^3 - 5x^2 + x - 7"", ""0"", ""8x^3 + 9x^2 - 10x + 1""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_4ffc2d26,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""8x^3 + 9x^2 - 10x + 1"", ""2x^4 + 3x^3 - 5x^2 + x - 7"", ""0"", ""8x^3 + 9x^2 - 10x + 1""]","[""8x^3 + 9x^2 - 10x + 1"", ""2x^4 + 3x^3 - 5x^2 + x - 7"", ""0""]",3,0
ALL_merged_deduped.jsonl,ks5_diff_poly_5043afb3,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""0"", ""24x^3 + 9x^2 - 2x - 4"", ""24x**3 + 9x**2 - 2x - 4"", ""6x^4 + 3x^3 - x^2 - 4x - 2""]","[""0"", ""24x^3 + 9x^2 - 2x - 4"", ""24x^3 + 9x^2 - 2x - 4"", ""6x^4 + 3x^3 - x^2 - 4x - 2""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_5043afb3,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""24x^3 + 9x^2 - 2x - 4"", ""24x^3 + 9x^2 - 2x - 4"", ""6x^4 + 3x^3 - x^2 - 4x - 2""]","[""0"", ""24x^3 + 9x^2 - 2x - 4"", ""6x^4 + 3x^3 - x^2 - 4x - 2""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_505edacb,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""0"", ""12x**3 + 18x**2 + 5"", ""3x^4 + 6x^3 + 5x - 8"", ""12x^3 + 18x^2 + 5""]","[""0"", ""12x^3 + 18x^2 + 5"", ""3x^4 + 6x^3 + 5x - 8"", ""12x^3 + 18x^2 + 5""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_505edacb,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""12x^3 + 18x^2 + 5"", ""3x^4 + 6x^3 + 5x - 8"", ""12x^3 + 18x^2 + 5""]","[""0"", ""12x^3 + 18x^2 + 5"", ""3x^4 + 6x^3 + 5x - 8""]",3,1
ALL_merged_deduped.jsonl,ks5_diff_poly_5085fba9,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""0"", ""4x^3 - 4x^2 - x + 4"", ""12x^2 - 8x - 1"", ""12x**2 - 8x - 1""]","[""0"", ""4x^3 - 4x^2 - x + 4"", ""12x^2 - 8x - 1"", ""12x^2 - 8x - 1""]",2,2
ALL_merged_deduped.jsonl,ks5_diff_poly_5085fba9,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""4x^3 - 4x^2 - x + 4"", ""12x^2 - 8x - 1"", ""12x^2 - 8x - 1""]","[""0"", ""4x^3 - 4x^2 - x + 4"", ""12x^2 - 8x - 1""]",2,2
ALL_merged_deduped.jsonl,ks5_diff_poly_50aa12e2,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-12x**2 + 8x - 3"", ""0"", ""-4x^3 + 4x^2 - 3x"", ""-12x^2 + 8x - 3""]","[""-12x^2 + 8x - 3"", ""0"", ""-4x^3 + 4x^2 - 3x"", ""-12x^2 + 8x - 3""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_50aa12e2,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-12x^2 + 8x - 3"", ""0"", ""-4x^3 + 4x^2 - 3x"", ""-12x^2 + 8x - 3""]","[""-12x^2 + 8x - 3"", ""0"", ""-4x^3 + 4x^2 - 3x""]",3,0
ALL_merged_deduped.jsonl,ks5_diff_poly_50d73a45,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""0"", ""-24x^3 + 9x^2 - 12x"", ""-24x**3 + 9x**2 - 12x"", ""-6x^4 + 3x^3 - 6x^2 - 4""]","[""0"", ""-24x^3 + 9x^2 - 12x"", ""-24x^3 + 9x^2 - 12x"", ""-6x^4 + 3x^3 - 6x^2 - 4""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_50d73a45,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""-24x^3 + 9x^2 - 12x"", ""-24x^3 + 9x^2 - 12x"", ""-6x^4 + 3x^3 - 6x^2 - 4""]","[""0"", ""-24x^3 + 9x^2 - 12x"", ""-6x^4 + 3x^3 - 6x^2 - 4""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_52d8d0b7,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""5x^4 - x^3 - x^2 + 6x + 6"", ""20x**3 - 3x**2 - 2x + 6"", ""20x^3 - 3x^2 - 2x + 6"", ""0""]","[""5x^4 - x^3 - x^2 + 6x + 6"", ""20x^3 - 3x^2 - 2x + 6"", ""20x^3 - 3x^2 - 2x + 6"", ""0""]",2,2
ALL_merged_deduped.jsonl,ks5_diff_poly_52d8d0b7,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""5x^4 - x^3 - x^2 + 6x + 6"", ""20x^3 - 3x^2 - 2x + 6"", ""20x^3 - 3x^2 - 2x + 6"", ""0""]","[""5x^4 - x^3 - x^2 + 6x + 6"", ""20x^3 - 3x^2 - 2x + 6"", ""0""]",2,1
ALL_merged_deduped.jsonl,ks5_diff_poly_531ffc56,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-6x^2 + 6x + 1"", ""-6x**2 + 6x + 1"", ""-2x^3 + 3x^2 + x + 7"", ""0""]","[""-6x^2 + 6x + 1"", ""-6x^2 + 6x + 1"", ""-2x^3 + 3x^2 + x + 7"", ""0""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_531ffc56,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-6x^2 + 6x + 1"", ""-6x^2 + 6x + 1"", ""-2x^3 + 3x^2 + x + 7"", ""0""]","[""-6x^2 + 6x + 1"", ""-2x^3 + 3x^2 + x + 7"", ""0""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_532a77ef,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""20x**3 - 6x - 3"", ""5x^4 - 3x^2 - 3x - 2"", ""0"", ""20x^3 - 6x - 3""]","[""20x^3 - 6x - 3"", ""5x^4 - 3x^2 - 3x - 2"", ""0"", ""20x^3 - 6x - 3""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_532a77ef,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""20x^3 - 6x - 3"", ""5x^4 - 3x^2 - 3x - 2"", ""0"", ""20x^3 - 6x - 3""]","[""20x^3 - 6x - 3"", ""5x^4 - 3x^2 - 3x - 2"", ""0""]",3,0
ALL_merged_deduped.jsonl,ks5_diff_poly_538c1d1c,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""0"", ""-6x^3 + 2x^2 + 3x + 7"", ""-18x**2 + 4x + 3"", ""-18x^2 + 4x + 3""]","[""0"", ""-6x^3 + 2x^2 + 3x + 7"", ""-18x^2 + 4x + 3"", ""-18x^2 + 4x + 3""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_538c1d1c,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""-6x^3 + 2x^2 + 3x + 7"", ""-18x^2 + 4x + 3"", ""-18x^2 + 4x + 3""]","[""0"", ""-6x^3 + 2x^2 + 3x + 7"", ""-18x^2 + 4x + 3""]",3,2
ALL_merged_deduped.jsonl,ks5_diff_poly_53e1e83d,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-2x^3 + 3x^2 - 2x + 8"", ""-6x^2 + 6x - 2"", ""0"", ""-6x**2 + 6x - 2""]","[""-2x^3 + 3x^2 - 2x + 8"", ""-6x^2 + 6x - 2"", ""0"", ""-6x^2 + 6x - 2""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_53e1e83d,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-2x^3 + 3x^2 - 2x + 8"", ""-6x^2 + 6x - 2"", ""0"", ""-6x^2 + 6x - 2""]","[""-2x^3 + 3x^2 - 2x + 8"", ""-6x^2 + 6x - 2"", ""0""]",1,1
ALL_merged_deduped.jsonl,ks5_diff_poly_54610951,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""4x**3 + 2x - 4"", ""x^4 + x^2 - 4x + 6"", ""0"", ""4x^3 + 2x - 4""]","[""4x^3 + 2x - 4"", ""x^4 + x^2 - 4x + 6"", ""0"", ""4x^3 + 2x - 4""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_54610951,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""4x^3 + 2x - 4"", ""x^4 + x^2 - 4x + 6"", ""0"", ""4x^3 + 2x - 4""]","[""4x^3 + 2x - 4"", ""x^4 + x^2 - 4x + 6"", ""0""]",3,0
ALL_merged_deduped.jsonl,ks5_diff_poly_54b8aafe,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-18x^2 - 12x + 6"", ""0"", ""-18x**2 - 12x + 6"", ""-6x^3 - 6x^2 + 6x - 1""]","[""-18x^2 - 12x + 6"", ""0"", ""-18x^2 - 12x + 6"", ""-6x^3 - 6x^2 + 6x - 1""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_54b8aafe,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-18x^2 - 12x + 6"", ""0"", ""-18x^2 - 12x + 6"", ""-6x^3 - 6x^2 + 6x - 1""]","[""-18x^2 - 12x + 6"", ""0"", ""-6x^3 - 6x^2 + 6x - 1""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_550c4737,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-9x**2 + 4x"", ""0"", ""-9x^2 + 4x"", ""-3x^3 + 2x^2 - 7""]","[""-9x^2 + 4x"", ""0"", ""-9x^2 + 4x"", ""-3x^3 + 2x^2 - 7""]",2,2
ALL_merged_deduped.jsonl,ks5_diff_poly_550c4737,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-9x^2 + 4x"", ""0"", ""-9x^2 + 4x"", ""-3x^3 + 2x^2 - 7""]","[""-9x^2 + 4x"", ""0"", ""-3x^3 + 2x^2 - 7""]",2,0
ALL_merged_deduped.jsonl,ks5_diff_poly_5522dd8f,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""3x^2 + 4x + 3"", ""0"", ""x^3 + 2x^2 + 3x - 4"", ""3x**2 + 4x + 3""]","[""3x^2 + 4x + 3"", ""0"", ""x^3 + 2x^2 + 3x - 4"", ""3x^2 + 4x + 3""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_5522dd8f,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""3x^2 + 4x + 3"", ""0"", ""x^3 + 2x^2 + 3x - 4"", ""3x^2 + 4x + 3""]","[""3x^2 + 4x + 3"", ""0"", ""x^3 + 2x^2 + 3x - 4""]",0,0
ALL_merged_deduped.jsonl,ks5_diff_poly_555130cc,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""12x**2 + 6x - 2"", ""4x^3 + 3x^2 - 2x + 7"", ""0"", ""12x^2 + 6x - 2""]","[""12x^2 + 6x - 2"", ""4x^3 + 3x^2 - 2x + 7"", ""0"", ""12x^2 + 6x - 2""]",3,3
ALL_merged_deduped.jsonl,ks5_diff_poly_555130cc,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""12x^2 + 6x - 2"", ""4x^3 + 3x^2 - 2x + 7"", ""0"", ""12x^2 + 6x - 2""]","[""12x^2 + 6x - 2"", ""4x^3 + 3x^2 - 2x + 7"", ""0""]",3,0
